22;Welche Art von Käse wird traditionell für ein Schweizer Fondue verwendet?;Gruyère;Emmentaler;Raclette;Appenzeller
21;Welches ist die Hauptzutat für Gazpacho?;Tomate;Gurke;Paprika;Zwiebel
20;Welche Art von Brot wird traditionell für ein BLT-Sandwich verwendet?;Toastbrot;Weißbrot;Vollkornbrot;Baguette
19;Welches Getränk wird traditionell bei einem britischen Afternoon Tea serviert?;Tee;Kaffee;Gin;Wein
18;Welche Art von Fleisch wird traditionell für eine deutsche Bratwurst verwendet?;Schweinefleisch;Rindfleisch;Lammfleisch;Hühnerfleisch
17;Welche Art von Brot wird traditionell für ein Club-Sandwich verwendet?;Toastbrot;Weißbrot;Vollkornbrot;Baguette
16;Welche Art von Nudeln wird traditionell für Lasagne verwendet?;Lasagneblätter;Spaghetti;Fettuccine;Penne
15;Welches ist das Hauptbestandteil von Sushi-Reis?;Reisessig;Reis;Zucker;Salz
14;Welche Art von Fleisch wird traditionell für eine französische Bouillabaisse verwendet?;Fisch;Meeresfrüchte;Huhn;Rind
13;Welche Art von Käse wird traditionell für eine Quiche Lorraine verwendet?;Gruyère;Emmentaler;Cheddar;Feta
12;Welches ist die Hauptzutat für eine Margarita-Cocktail?;Tequila;Limettensaft;Agavennektar;Salz
11;Welche Art von Fleisch wird traditionell für ein Philly Cheese Steak verwendet?;Rindfleisch;Hühnerfleisch;Schweinefleisch;Lammfleisch
10;Welches ist das beliebteste Frühstücksgetränk in den USA?;Kaffee;Orangensaft;Milch;Tee
9;Welches ist das Hauptbestandteil für eine französische Vinaigrette?;Essig und Öl;Essig und Senf;Olivenöl;Zitronensaft
8;Welche Art von Fleisch wird traditionell für ein New Yorker Pastrami-Sandwich verwendet?;Rindfleisch;Schweinefleisch;Hühnerfleisch;Lammfleisch
7;Welche Zutat ist die Hauptkomponente von Taboulé?;Bulgur;Petersilie;Tomate;Gurke
6;Welche Art von Brot wird traditionell für ein indisches Naan verwendet?;Fladenbrot;Pita;Baguette;Vollkornbrot
5;Welches ist die Hauptzutat von Miso-Suppe?;Sojabohnenpaste;Tofu;Seetang;Fischsauce
4;Welche Art von Fisch wird traditionell für englische Fish and Chips verwendet?;Kabeljau;Scholle;Lachs;Heilbutt
3;Welche Zutat ist die Hauptkomponente von Baba Ganoush?;Aubergine;Tahini;Zitrone;Knoblauch
2;Welche Art von Brot wird traditionell für ein griechisches Gyros verwendet?;Pita;Fladenbrot;Baguette;Vollkornbrot
1;Welche Zutat ist die Hauptkomponente von Tzatziki?;Griechischer Joghurt;Gurke;Knoblauch;Olivenöl
0;Welche Art von Reis wird traditionell für eine spanische Paella verwendet?;Rundkornreis;Langkornreis;Basmatireis;Jasminreis
