28;Welches ist das meistverwendete Programm zur Videokommunikation?;Zoom;Skype;Google Meet;Microsoft Teams
27;Welche ist die meistverwendete Programmiersprache für maschinelles Lernen?;Python;R;Java;C++
26;Welches Unternehmen hat den ersten kommerziell verfügbaren Farbfernseher hergestellt?;RCA;Sony;Panasonic;LG
25;Welche war die erste kommerziell verfügbare Spielekonsole?;Magnavox Odyssey;Atari Pong;Nintendo Entertainment System (NES);Sega Genesis
24;Welches ist das meistverwendete soziale Netzwerk weltweit?;Facebook;Instagram;Twitter;LinkedIn
23;Welches Unternehmen entwickelte den ersten kommerziell verfügbaren 3D-Drucker?;3D Systems;Stratasys;HP;MakerBot
22;Welches war das erste kommerziell verfügbare Betriebssystem für Personal Computer?;MS-DOS;Unix;Windows;Mac OS
21;Welches Unternehmen hat den ersten kommerziell verfügbaren MP3-Player hergestellt?;Diamond Multimedia;Apple;Sony;Creative Technology
20;Welche Technologie wird verwendet, um Internetverbindungen über Telefonleitungen herzustellen?;DSL (Digital Subscriber Line);Fiber Optics;Kabelmodem;Satellit
19;Welches ist das meistverwendete Textverarbeitungsprogramm weltweit?;Microsoft Word;Google Docs;Apple Pages;LibreOffice Writer
18;Welches Unternehmen hat den ersten kommerziell verfügbaren elektronischen Taschenrechner hergestellt?;Texas Instruments;Casio;Sharp;HP
17;Welche war die erste Suchmaschine im Internet?;Archie;AltaVista;Yahoo;Google
16;Welches ist das meistverwendete Betriebssystem für Desktop-Computer weltweit?;Windows;macOS;Linux;Chrome OS
15;Welches Unternehmen hat das erste kommerziell verfügbare Mobiltelefon mit Kamera hergestellt?;Samsung;Nokia;Motorola;Sony Ericsson
14;Welche Technologie wird verwendet, um drahtlose Internetverbindungen herzustellen?;Wi-Fi (Wireless Fidelity);Bluetooth;NFC (Near Field Communication);LTE (Long-Term Evolution)
13;Welches Unternehmen hat den ersten kommerziell verfügbaren elektronischen Taschenrechner hergestellt?;Texas Instruments;Casio;Sharp;HP
12;Welches war das erste kommerziell verfügbare Videospiel?;Pong;Spacewar!;Tetris;Super Mario Bros.
11;Welches ist das meistverwendete E-Mail-Dienst weltweit?;Gmail;Outlook;Yahoo Mail;Apple Mail
10;Welches Unternehmen hat den ersten kommerziell verfügbaren Festplattenlaufwerk (HDD) hergestellt?;IBM;Seagate;Western Digital;Toshiba
9;Welche Technologie wird verwendet, um Computer über drahtlose Verbindungen miteinander zu vernetzen?;Wi-Fi (Wireless Fidelity);Bluetooth;LAN (Local Area Network);NFC (Near Field Communication)
8;Welches war das erste kommerziell verfügbare Betriebssystem für Personal Computer?;MS-DOS;Unix;Windows;Mac OS
7;Welches ist das meistverwendete Betriebssystem für Mobiltelefone weltweit?;Android;iOS;Windows Phone;BlackBerry OS
6;Welches Unternehmen entwickelte den ersten kommerziell verfügbaren Touchscreen?;Elographics;Apple;IBM;Microsoft
5;Welches war das erste kommerziell verfügbare Betriebssystem für Personal Computer?;MS-DOS;Unix;Windows;Mac OS
4;Welches ist das meistverwendete Betriebssystem für Mobiltelefone weltweit?;Android;iOS;Windows Phone;BlackBerry OS
3;Welches Unternehmen entwickelte den ersten kommerziell verfügbaren Personal Computer?;IBM;Apple;Microsoft;Intel
2;Welches war das erste kommerziell verfügbare Betriebssystem für Personal Computer?;MS-DOS;Unix;Windows;Mac OS
1;Welches Unternehmen entwickelte den ersten kommerziell verfügbaren Personal Computer?;IBM;Apple;Microsoft;Intel
0;Welches war das erste kommerziell verfügbare Betriebssystem für Personal Computer?;MS-DOS;Unix;Windows;Mac OS
