20;Welches ist der älteste Fußballverein in Frankreich?;Le Havre AC;Stade Rennais FC;FC Nantes;Olympique Marseille
19;Welcher Schwimmer hält den Rekord für die meisten Olympischen Goldmedaillen?;Michael Phelps;Mark Spitz;Ian Thorpe;Matt Biondi
18;Welcher Leichtathlet hält den Weltrekord im Marathon?;Eliud Kipchoge;Kenenisa Bekele;Haile Gebrselassie;Paula Radcliffe
17;Welches ist der älteste Tennis-Grand-Slam?;Wimbledon;US Open;French Open;Australian Open
16;Welches ist der älteste Fußballverein in England?;Sheffield FC;Notts County FC;Manchester United;Arsenal FC
15;Welcher Schwimmer hält den Weltrekord im 1500-Meter-Freistil?;Bryan Coquard;Grant Hackett;Sun Yang;Mack Horton
14;Welches Land hat die meisten Olympischen Goldmedaillen insgesamt gewonnen?;USA;Sowjetunion;China;Großbritannien
13;Welcher Athlet hält den Weltrekord im Weitsprung?;Mike Powell;Carl Lewis;Bob Beamon;Jesse Owens
12;Welches Team hat die meisten Super-Bowl-Titel gewonnen?;New England Patriots;Pittsburgh Steelers;Dallas Cowboys;San Francisco 49ers
11;Welche Sportart wird oft als "Königin der Sportarten" bezeichnet?;Leichtathletik;Fußball;Tennis;Schwimmen
10;Welcher Golfplatz wird als "Heimat des Golfs" bezeichnet?;St. Andrews Links;Pebble Beach Golf Links;Augusta National Golf Club;Royal Melbourne Golf Club
9;Welcher Leichtathlet hält den Weltrekord im 100-Meter-Sprint der Männer?;Usain Bolt;Justin Gatlin;Tyson Gay;Yohan Blake
8;Welcher ist der älteste Profifußballverein in Schottland?;Queen's Park FC;Celtic FC;Rangers FC;Heart of Midlothian FC
7;Welcher Schwimmer hält den Weltrekord im 400-Meter-Freistil?;Paul Biedermann;Sun Yang;Ian Thorpe;Michael Phelps
6;Welches ist der älteste Profifußballverein in Wales?;Wrexham AFC;Swansea City AFC;Cardiff City FC;Newport County AFC
5;Welche Sportart hat den längsten Weltmeisterschaftstitel?;Schach;Snooker;Cricket;Darts
4;Welcher Radrennfahrer gewann die Tour de France am häufigsten?;Eddy Merckx;Lance Armstrong;Chris Froome;Miguel Indurain
3;Welcher Athlet hält den Weltrekord im Stabhochsprung?;Armand Duplantis;Renaud Lavillenie;Sergey Bubka;Thiago Braz da Silva
2;Welcher ist der älteste Profifußballverein in Irland?;Crumlin United FC;Bohemian FC;Shamrock Rovers FC;St. Patrick's Athletic FC
1;Welches Land hat die meisten Goldmedaillen in der Geschichte der Olympischen Spiele gewonnen?;USA;Sowjetunion;China;Großbritannien
0;Welcher Tennisspieler hält den Rekord für die meisten Grand-Slam-Titel bei den Männern?;Roger Federer;Rafael Nadal;Novak Djokovic;Pete Sampras
